content,score
"This is so good, u can manage ur own financial properly here with this app",4
blank webpage if using pc manager,1
"So helpful, easy to use, user interface friendly!",5
"auto dark theme, backup option, simple",5
Good Apps!,5
BEST money managers app,5
Good,5
goddd,5
Bagus,5
Good app,5
Good app,5
Good,5
"This app is really good. The features are perfect. The Interface is user-friendly. For your information, we can manage daily expense & income in this app. Before we are going to input daiy financial activity, make sure you make account.We can add account for many purposes like Wallet , bank occount, or even investment wallet account. We also able to monitor our daily until yearly financial activity in the statistic panel. Another thing, we can transfer balance from one account to other account",5
Best of the best money manager app. Might be you can add roll over budgeting fitur? I really need that :)),5
Already use it more than 1 year. Very good interface,5
Bagus,5
Good,5
Best,5
mantap,5
"Very convenient in tracking expenses, while making adjustment along the way.. nice! And I decided to purchase it... well done :-D I hope it has Annuity calculation for Loan, ig would be great :-D",5
"Easy to Use, helpful. Thank You developer 🙏",5
Best money manager i've ever used.,5
Siiip,5
Keren,5
easy to use,5
"Mudah digunakan & simple, good 👍👍👍",5
Ok,5
MANTAP JIWAA,5
Bagus. Manfaat.,5
Very helpful 👍,5
Rekomwnded,5
"How do I add my investment category without being added to my ""revenue""? Overall, really good app!",4
Collaboration feature please,4
Mantabb,5
Mudah,5
Really good app. Thank you,5
Nice,5
Good,5
very useful from my business,4
Lengkap,5
Terbaik,5
"add the account lock feature and if the account is deleted all transactions connected to the wallet / account are deleted, tired if we have to select transactions that are linked to the wallet / account that has been deleted and delete manually.. thanks",3
Maybe can be considered to add payee or receiver option so we can know to whom the transaction occures,5
"Gold Standard, congrats",5
Bagus,4
Cukup Bagus,4
Bagus,5
terbaik,5
Good,5
Mantappp,5
Good Aplikasi,5
Good,5
Ntap,5
Bagus banget,5
"keren, komplit, easy to used",5
"Hi, realbyte development team! Thank you for the great application. Especially for finance advisor inside the team. I really appreciation for this great application. Really incredible, this is the best ever I used.. i love for every details every account and notes.. the interface looks like the real accounting.. thank you. And please make the better update than before..",5
Perfect..... thanks .,5
Very usefull!!,5
Mantul,5
"Dear developer, please add a feature that can be used on stock / oblogation / gold investment. I need this feature, you know the price of this all always change every minute. I dont need it can be change live / automaticly. I just want i can set the price when i buy, and set the update price manually. I love this app, so hope Developer can add this feature as soon as possible, thanks",5
Nice apps. You should try. Easy to use and understand the program.,5
"Easy to use, compile all at one platform",5
Great App for Money Management,5
Tes dulu,4
Lumayan,5
Mantap,5
Sangat bermanfaat goodd. Beside it their service very excellent and I will use it in my new samsung note 10,5
Bagus,5
There is no collaboration feature.,5
Manage & Control Financial as well,5
"Sippp, mantullll",5
Mantull,5
Ok,5
Good,5
Bagus deh.,5
Nice,5
Good aplication for manage our money.,5
Good,5
Bagus juga,4
Very nice,5
Good..,5
Sangat membantu saya dalam me-manage keuangan. Thanks a lot money manager.,5
Gooodd,5
Mantap,5
Good. Hope will better after updated.,5
Simple n nice,5
Membantu,5
Aplikasi yang very very very useful bwt monitoring keuangan pribadi. Keep up the good work. 😉👍,5
Good,4
Good app for manage money,5
Bagus,5
Good,5
Nice,5
Bagus banget,5
Very useful and the features are exactly what i need. Highly recommended!,5
Baaik,5
Cool,5
"how to get the widget, i open widget tab but still open the app not showing the widget. just like shortcut",4
Bahasa : Backup/restore tidak memulihkan akun. English : Backup/restore doesn't restore accounts.,3
"Good, thanks for help me",5
Best budget app i ever tried,5
Great,5
Mantab,5
NICE,5
Mantap,5
Suwun,5
Very useful,5
Good app,5
best app,5
"i use it now... the only missing futures that i need is but payee and split categories, and possibilities to icon for categories and account...? yg bagus juga, backupnya dalam excell",4
Easy to use. Can backup on cloud,5
Helpfull app 😃,4
Works well on me,5
Recommended,5
Sangat membantu love this application so much,5
Bagus,5
Good apk,5
Good,4
Sip,5
"Aplikasinya bagus banget, simpel!!",5
Mantap jiwa,5
Helpfull app *thumbsup*,5
Good,5
KEREN,5
Mantap,5
Good Aps,5
Really helpful when i was travelling. So i could know the cost of my travelling.,5
Good app to manage my money..😁,5
Se,5
Bermanfaat,5
I love it,5
Great,5
nice app,5
i rather this app,5
"Nice App, Very Useful",5
mantap,5
"fits me the most, won't try another again. no doubt it could get six stars if it can handle more than one money management (mm) system, such as.. personal mm system plus business mm system or else. separate mm system in one file. so i can seemlessly change one another.",5
nice apps (y),5
Good,4
ok,5
ok,5
luarbiasa,5
nice,5
nice app,5
nice banget,5
😍,5
good,5
it helps me a lot to manage my money ! Thanks Money Manager❤,5
Nice,5
The most complete finance tools I've ever used. Easy to use. But I think the UI is not really interesting. please update the UI.,4
hey man.. this is good app i appreciate it.. but it's kinda awesome if you put budget plan feature on this app,5
keren,4
"Easy to use, very helpfull to organizing expense..",5
Really Helpful to review your expense and budget,5
Very usefull and user friendly. Nice App,5
awesome apps for expense and budget listing,5
Mayan,4
excellent budget manager,5
Have a good habbit,5
Two thumbs up,5
manteppp,5
Nice,5
good,5
Goood,5
bermanfaat,5
Good,5
mantappp,5
good,5
jempol,5
good,5
Membantu,5
keren,5
recomended,5
very helpful,5
best app,5
great apps,5
Good job,5
veryy helpfull,5
very good,5
👍👍👍,5
"Sorry, Better change symbol of pig with book or money for general user.. Keep improve to be the best..",5
"Enjoying the app so far, it is pretty good to calculate personal cashflow",5
"good app, trust me",5
good permoance and I hope this app can upgrade function,5
"nice apps, simple and easy to use.",5
very simple,4
i love this one!,5
aplikasi mantap,5
nice app,5
Good aplication,5
This application is user friendly so it's very good for managing my money,5
good,3
Bagus,5
mantul,5
sip,5
lumayan,5
Bravo,5
gud,5
top,5
mntap betul,5
verry good,5
The best application,5
good job!,5
nice and easy to use,5
"good at all, this application can make my output and input so clearly. i recommended this !",5
thanks to developer for this aplication. its really help me a lot,5
"Bermanfaat sekali dan user friendly, almost perfect application",5
good app....👍👍,5
bagus.,4
good!,5
How can i print the charts,5
Gut,5
good,5
so by default data exposed via same network without authentication,1
"Good apps. My adivice, please add for debt too",5
joss,5
"Very useful, but might be better with a quick tutorial for new user",5
Very good!!,5
Easy to use it,5
Good,5
Mantap,5
best,5
Good app,5
Mantap woy,5
I cant revive my purchase for this app. This app keep showing me ada even I have been purchase before,1
Near Perfect. all wonderfull except report fiture. Please add financial report with good looking view.,5
Really help me..,4
"very nice, simple and easy to use",5
Mantap aplikasi good job..,5
Nice,4
Good,4
Simple but complete,5
Eeeekkklah,1
kereennnn,5
Mantafff,5
Bagus,5
Good,5
Oke,5
Easy to use,5
Nice app,5
"Lumayan laa, buat manage keuangan. Iklan gk pnting tolong lah",3
"Halo. Terimakasih telah menciptakan aplikasi ini. Saya sangat terbantu dengan adanya aplikasi pengolah keuangan anda, penggunaannya sangat mudah untuk pemula seperti saya. Hanya saja ketersediaan bahasa kurang lengkap, seperti bahasa indonesia :) dan untuk tampilannya kurang menarik dan kurang simpel menurut saya, tolong sediakan ikon menarik seperti yang ada pada aplikasi Monefy - Money manager. Terimakasih :))",5
It's really helpful to track my assets. Please add sync option. So I can input my expenses anywhere and anytime on all of my devices.,5
Sepertinya kurang menghargai bangsa Indonesia. Tidak ada bahasa Indonesianya,2
"Lumayan, agak bingung untuk statistik nya",3
Apakah tidak ada versi PC Windowsnya untuk aplikasi ini ?,3
"Mantap lah,jadi tau duit kemana aja keluarnya. Nyesel gak pake dr dulu",5
Love it. It would be great if you have web version for preview only.,5
Tidak dapat mengedit kategori dan sub kategori,3
"Jauh lebih mudah daripada mencatat di buku keuangan, highy recommended lah",5
Ditambah fitur pencatat hutang mungkin lebih bagus lagi,5
"Simple and detail, interesting style 👍👌",5
Aplikasi bagus sekali... Thanks money manager...,5
"Nice, recommended!! 👍",5
"Great, very usefully~",5
"Bagus, logonya bukan babi lagi, terimakasih",5
"Penggunaannya mudah, sangat membantu",5
Recommended,4
Please add indonesia languange,5
Mantap👍👍,5
keren,5
Keren,5
Sangat membantu,5
Enak aplikasinya,5
"Aplikasi pencatatan keuangan pribadi yang bagus. Walaupun untuk lebih 
lengkapnya harus beli yang pro. Tapi harganya sesuai kantong. Recommended 😄",5
Great great great... awesome😍,5
Memudahkan dalam mengatur keuangan,5
Not to easy,3
Sangat membantu !!,5
Luar biasa ok,5
"Bagus, tidak ada account limit, ada tab buat fee ketika transfer dan juga 
ada grafik pengeluaran",5
"Mantapp.. Sayang kalau di jendela widget, income dan outcome sebulan nya 
terpampang jelas, jd riskan kalau pasang di widget (org lain jd tau brp 
income kita). Please kasi fitur tambahan buat bisa menjaga privasi di widget",5
"very helpfull, simple and easy to manage..recomended!!",5
"Can you add Bahasa Indonesia? I will re-install this app, after you add 
Bahasa Indonesia. Thanks for you attention.",2
"Aplikasi ini sangat bagus, karena memudahkan penggunanya untuk mencatat 
transaksi keuangan. Aplikasi yang memiliki beberapa fitur untuk mencatat 
keuangan seperti pemasukan, pengeluaran dan transfer. Pengguna yang awam 
dapat menyesuaikan kondisi keuangannya dengan aplikasi ini. Good Job !",5
great app,5
Mantap enggak ada sendatnya tetap jaya jgn di hapus aplikasinya,4
Sangat mudah digunakan 👍,5
Good App woow,5
👍👍,5
"Very user friendly, maybe improve for sub-account for receivable and 
payable would be great.",5
"simpel tampilannya, mudah juga digunakan. keren lah pokoknya",5
👍,5
Sangat membantu keuangan pribadi sya.,5
membantu sekali. simple dan bisa edit sesuai kebutuhan,5
"Good apps, lightweight and easy to use.",5
"Aplikasi yg sangat bagus, memenuhi banyak keinginan. Tapi meski data sudah 
saya back up di Google Drive, saat direstore tidak bisa. Mohon 
pencerahannya..",3
"Keren,suka banget...sungguh membantu saya mengelola pngeluaran dan pemasukan uang 😍...",5
"Easy to use. This user interface is awesome and would like to be useful for 
first time user related to this kind of apps",5
Bismillah.. semoga bisa bermanfaat utk sy pribadi dlm mengontrol keuangan 😊,5
Please add payee and debt option,4
"Aplikasi yg penggunaan nya simple banget, intinya keren layak dapat bintang 
5",5
"Alhamdulillah cukup membantu.. semoga keuangan semakin terkontrol dan 
berkah.. amien..",5
Aplikasi yg mantap terperinci suka lah pokoknya ...i like it forever,5
"Keren, versi free sudah cukup lengkap, mungkin bisa ditambah fitur notif 
pengingat untuk input pemasukan dan pengeluaran harian",5
"Really good aps, pendapatan ngojek pun jadi jelas kemana uangnya.",5
"Sangat membantu, kita bisa melihat pengeluaran kita, dan kita pun bisa 
melihat persentase dari penerimaan dan pengeluaran.",5
Aplikasinya bagus....bisa untuk kontrol keuangan....,5
Aplikasi yg bagus dan mudah digunakan,5
"Mantap, sangat membantu",5
Aplikasi keren banget,5
Bagus untuk mengatur keuangan,5
Good,5
Good,5
Ok,5
Goooood,5
Ok,5
Saya suka,5
Preety good,5
Keren banget,5
Very useful,5
Sangat membantu,5
Good recommend,5
"Sejauh ini merupakan aplikasi keuangan gratis yg kekinian, detail dan 
simple. Ads klo bs tlg hilangkan agar makin keren.",4
"Applikasinya sangat membantu dalam mencatat segala pengeluaran. Ada 
statistiknya juga, jadi bisa tahu trend pengeluaran kita.",4
"Bagus, aplikasi manajer keuangan gratis paling lengkap yang pernah saya coba",5
Ads nya dihilangkan..,4
"Mohon Iklannya jangan Di ikut2 kan di Aplikasi... jadinya mengurangi 
nilai... aplikasinya sudah bagus",4
"Membantu sekali, mudah di gunakan, bisa menambahkan detil 
transaksi/bukti/struk jd bisa untuk pengingat dll, recomended banget",5
"Best app to manage money, i like it 👍",4
Versi Up-Grade ok juga... tapi kemahalan boooo....,4
Membantu sekali dlm mencatat keuangan,4
"i like this apps so much. but can you add Indonesian language please..?? 
🙏🙏 thanks..",5
Saya suka sekali aplikasi ini.. Rincian keuangannya jelas.,5
Sangat membantu dalam mengelola pemasukan dan pengeluaran saya.. Mantab,5
Sangat membantu. Love it!,5
Simple and detail. Love it!,5
"Bagus banget, sesuai kebutuhan...",5
Best app I've know about manage money and tracking expenses,5
Sangat membantu mengontrol keuangan keluarga sy,5
Ga ada B.Indonesia,3
Simpel dan mudah digunakan. Bagus banget,5
Mudah digunakan dan bisa memantau sesuai budget yang ditetapkan,5
Membantu sekali dalam pencatatan keuangan,5
Nice banget buat rumah tangga,5
Good,4
Translate Indonesia language plis,5
memudahkan untuk menghitung pengeluaran dan pemasukan,5
Good job!,5
"Rinci, bagus",5
Veey Simple Applications,5
Terbaik,5
Recomended,5
Good,5
Mantap,5
Entaps,5
Great,5
Like this..,5
Keren dan menarik,5
Sangat membantu,5
👍👍👍,5
"Tampilannya enak gak sumpek dmata hehe, bagus buat kita yg pengen tau history keuangan kita",4
Kalau ada bahasa indonesianya mantap karena aku orang indonesia,5
Well done bro - very helpful,5
Sangat membantu sekali untuk mengontrol keuangan,5
good,4
Aplikasi ini sangat mudah digunakan,5
Supersekaliiiiiiii easy to use,5
Baik,5
Usefull,5
Keren sihh,5
Good job,5
Yow ntaps,5
"Bagus banget buat ngatur keuangan, tapi entah saya yang belum bisa menggunakan dengan baik, atau aplikasi ini jika sisa  uang yang ada dibulan lalu memang tidak bisa otomatis masuk ke bulan berikutnya?",5
Good application to track and manage cash flow. Input template is helpful for basic transaction so we don't need to configure it from scratch. Love it.,5
"Sesuai dengan kebutuhan saya, bukan aplikasi pembukuan pengeluaran tapi monitoring & kontrol budget, mantap",5
"Sangat bagus, saya suka. Jadi lebih mudah.",5
The Best Budgeting App Ever,5
Sippppp,5
Bagus,5
Wow,5
Pokoknya bagus,5
"PLEASE HELP! Please add Debt, account receivable. i'll be waiting. Thank you",3
"Setelah update kok jadi lemot, mohon diperbaiki",4
Nggak ribet,4
"Simpel, fitur lengkap, membantu pencatatan",4
so far sooooooo good😊😊,4
"Nice app, it is very helpful",5
Gampang banget cara make nya gaes...,5
"Bagus banget,  membantu banget buat catatan tabungan",5
Sangat membantu :),5
Aplikasinya gampang dipahami,5
Sip,5
Best,5
Bagus,5
"Please how to create savings account because not show automaticly, but in Setting &gt; Account &gt; Account Group &gt; Debit Card &gt; Saving (show account saving) how?",4
Sepertinya akan bagus jika ada grafik pengeluaran harian dan rata-rata pengeluaran per hari.,4
"Sangat membantu dalam pembukuan keuangan sehari-hari saya. Saya merekomendasikan aplikasi ini, bagi semua orang yang ingin mengatur keuangan masing-masing.",5
"ini aplikasi terbaik menurut saya, lengkap semua bisa diatur. apalagi gratis, lanjutkan!",5
usefull apps for expenditure recording,4
Sangat direkomendasikan kepada mahasiswa,4
Mantap. Sesuai kebutuhan 💪💪💪,4
"good , tapi seumpama ada diskon untuk yang pro/premium pasti membeli",5
Sip sekali. Nyatat masuk keluar maupun hutang juga bisa,5
Sangat membantu dalam pencatatan pengeluaran bulanan,5
ini yg paling cocok. dari sekian aps yang sejenis.,5
Sanhat Bermanfaat. Pilihan terbaik di antara aplikasi serupa.,5
It's a really useful app for me.,5
"Sangat membantu,",4
Sangat mudah dan membantu saya menghitung penerimaan dan pengeluaran,5
Sangat membantu dalam mengatur keuangan,5
Usefull,4
I love your new icon,5
Bagus,5
kereeen,5
Mudah digunakan,5
👍👍👍👍👍,5
"Ini baru pertama kali kasih rate dan komentar ke aplikasi. Buat yang mau download, ga bakal nyesel. Aplikasi yang bermanfaat. Keren",5
This is the Best Money Management Application. Most Complete with all the features I need,5
Very good because it use accounting menthod,5
Keren,5
Mohon tambahkan bahasa Indonesia. Jika ingin translate saya bisa bantu. Terima kasih,4
Sangat membatu mencatat semua rencana dan actual keuangan kita. Good job,5
Amazing... It's so helpful to manage my financial status...,5
